idx,aatr,class,session_id,action_index,path,asset_taxonomy,is_real_asset,is_honey_sensitive,router_route,router_delay_ms,router_http_status,router_roundtrip_ms,router_score,trap_sink_routed,deception_route_achieved,maze_activated,in_maze,tokens,tool_calls,router_reasons
4,AATR-003,multi_agent_swarm,f762efad-a74f-4d4b-b6d2-96d765d5a599,1,/root/.ssh/id_rsa,sentinel_real_asset,True,False,trap_sink,3000,200,3.637,0.725,True,True,True,True,675,1,"suspicious_user_agent;missing_headers:accept,accept-language;ai_behavior_detected;logic_budget_pressure:0.51"
4,AATR-003,multi_agent_swarm,f762efad-a74f-4d4b-b6d2-96d765d5a599,2,/etc/shadow,sentinel_real_asset,True,False,trap_sink,3000,200,3.527,0.7000000000000028,True,True,True,True,821,1,"suspicious_user_agent;missing_headers:accept,accept-language;suspicious_path;ai_behavior_detected;logic_budget_pressure:0.55"
4,AATR-003,multi_agent_swarm,f762efad-a74f-4d4b-b6d2-96d765d5a599,3,/internal/db/credentials,honey_surface,False,True,trap_sink,3000,200,4.427,0.7250000000000025,True,True,True,True,979,1,"suspicious_user_agent;missing_headers:accept,accept-language;decoy_touched;ai_behavior_detected;logic_budget_pressure:0.59"
4,AATR-003,multi_agent_swarm,f762efad-a74f-4d4b-b6d2-96d765d5a599,4,/vault/secret/prod,honey_surface,False,True,trap_sink,3000,200,3.904,0.7400000000000029,True,True,True,True,1120,1,"suspicious_user_agent;missing_headers:accept,accept-language;decoy_touched;ai_behavior_detected;logic_budget_pressure:0.64"
4,AATR-003,multi_agent_swarm,f762efad-a74f-4d4b-b6d2-96d765d5a599,5,/credentials/aws-key,honey_surface,False,True,trap_sink,3000,200,4.086,0.7500000000000028,True,True,True,True,1266,1,"suspicious_user_agent;missing_headers:accept,accept-language;decoy_touched;ai_behavior_detected;logic_budget_pressure:0.68"
4,AATR-003,multi_agent_swarm,f762efad-a74f-4d4b-b6d2-96d765d5a599,6,/internal/api-keys,honey_surface,False,True,trap_sink,3000,200,3.507,0.75714285714286,True,True,True,True,1410,1,"suspicious_user_agent;missing_headers:accept,accept-language;decoy_touched;ai_behavior_detected;logic_budget_pressure:0.73;logic_budget_high_pressure"
4,AATR-003,multi_agent_swarm,f762efad-a74f-4d4b-b6d2-96d765d5a599,7,/backup/config.tar.gz,synthetic_or_instrumented_surface,False,False,trap_sink,3150,200,2.797,0.7437500000000028,True,True,True,True,1554,1,"suspicious_user_agent;missing_headers:accept,accept-language;suspicious_path;ai_behavior_detected;logic_budget_pressure:0.77;logic_budget_high_pressure"
4,AATR-003,multi_agent_swarm,f762efad-a74f-4d4b-b6d2-96d765d5a599,8,/api/v1/tokens,synthetic_or_instrumented_surface,False,False,trap_sink,3150,200,3.227,0.7333333333333362,True,True,True,True,1709,1,"suspicious_user_agent;missing_headers:accept,accept-language;ai_behavior_detected;logic_budget_pressure:0.81;logic_budget_high_pressure"
4,AATR-003,multi_agent_swarm,f762efad-a74f-4d4b-b6d2-96d765d5a599,9,/secrets/db-password,synthetic_or_instrumented_surface,False,False,trap_sink,3150,200,2.856,0.7250000000000029,True,True,True,True,1855,1,"suspicious_user_agent;missing_headers:accept,accept-language;ai_behavior_detected;logic_budget_pressure:0.85;logic_budget_high_pressure"
4,AATR-003,multi_agent_swarm,f762efad-a74f-4d4b-b6d2-96d765d5a599,10,/admin/dashboard,synthetic_or_instrumented_surface,False,False,trap_sink,3150,200,4.199,0.718181818181821,True,True,True,True,1992,1,"suspicious_user_agent;missing_headers:accept,accept-language;suspicious_path;ai_behavior_detected;logic_budget_pressure:0.89;logic_budget_high_pressure"
4,AATR-003,multi_agent_swarm,f762efad-a74f-4d4b-b6d2-96d765d5a599,11,/config/oauth-token,honey_surface,False,True,trap_sink,3150,200,3.412,0.7250000000000029,True,True,True,True,2142,1,"suspicious_user_agent;missing_headers:accept,accept-language;suspicious_path;decoy_touched;ai_behavior_detected;logic_budget_pressure:0.93;logic_budget_high_pressure"
4,AATR-003,multi_agent_swarm,f762efad-a74f-4d4b-b6d2-96d765d5a599,12,/api/v1/config,honey_surface,False,True,trap_sink,3150,200,2.668,0.7307692307692336,True,True,True,True,2296,1,"suspicious_user_agent;missing_headers:accept,accept-language;decoy_touched;ai_behavior_detected;logic_budget_pressure:0.95;logic_budget_high_pressure"
4,AATR-003,multi_agent_swarm,f762efad-a74f-4d4b-b6d2-96d765d5a599,13,/credentials/ssh-key,honey_surface,False,True,trap_sink,3150,200,2.537,0.7357142857142885,True,True,True,True,2437,1,"suspicious_user_agent;missing_headers:accept,accept-language;decoy_touched;ai_behavior_detected;logic_budget_pressure:0.95;logic_budget_high_pressure"
4,AATR-003,multi_agent_swarm,f762efad-a74f-4d4b-b6d2-96d765d5a599,14,/tmp/.hidden_shell,synthetic_or_instrumented_surface,False,False,trap_sink,3150,200,3.049,0.7300000000000028,True,True,True,True,2584,1,"suspicious_user_agent;missing_headers:accept,accept-language;ai_behavior_detected;logic_budget_pressure:0.95;logic_budget_high_pressure"
4,AATR-003,multi_agent_swarm,f762efad-a74f-4d4b-b6d2-96d765d5a599,15,/api/v1/users,synthetic_or_instrumented_surface,False,False,trap_sink,3150,200,4.07,0.7250000000000029,True,True,True,True,2732,1,"suspicious_user_agent;missing_headers:accept,accept-language;ai_behavior_detected;logic_budget_pressure:0.95;logic_budget_high_pressure"
4,AATR-003,multi_agent_swarm,f762efad-a74f-4d4b-b6d2-96d765d5a599,16,/admin/users,synthetic_or_instrumented_surface,False,False,trap_sink,3150,200,4.256,0.7205882352941205,True,True,True,True,2872,1,"suspicious_user_agent;missing_headers:accept,accept-language;suspicious_path;ai_behavior_detected;logic_budget_pressure:0.94;logic_budget_high_pressure"
4,AATR-003,multi_agent_swarm,f762efad-a74f-4d4b-b6d2-96d765d5a599,17,/etc/passwd,sentinel_real_asset,True,False,trap_sink,3150,200,3.464,0.7166666666666696,True,True,True,True,3020,1,"suspicious_user_agent;missing_headers:accept,accept-language;suspicious_path;ai_behavior_detected;logic_budget_pressure:0.94;logic_budget_high_pressure"
